# DURATION     TID      FUNCTION [SOURCE]
 146.196 us [ 991956] | __slz_initialize(); /* src/slz.c:1335 */
   0.310 us [ 991963] |             } /* pool_alloc_nocache */
   0.120 us [ 991963] |             sc_attach_mux(); /* src/stconn.c:250 */
   2.445 us [ 991963] |           } /* mux_pt_init */
            [ 991963] |           mux_pt_subscribe() { /* src/mux_pt.c:573 */
   0.090 us [ 991963] |             updt_fd_polling(); /* src/fd.c:467 */
   1.603 us [ 991963] |           } /* mux_pt_subscribe */
 159.201 us [ 991963] |         } /* tcpcheck_eval_connect */
 163.920 us [ 991963] |       } /* tcpcheck_main */
 174.159 us [ 991963] |     } /* process_chk */
   0.181 us [ 991963] |     eb32_insert(); /* src/eb32tree.c:25 */
 188.676 us [ 991963] |   } /* process_runnable_tasks */
            [ 991963] |   next_timer_expiry() { /* src/task.c:460 */
   0.171 us [ 991963] |     eb32_lookup_ge(); /* src/eb32tree.c:137 */
   0.050 us [ 991963] |     eb32_lookup_ge(); /* src/eb32tree.c:137 */
   0.571 us [ 991963] |   } /* next_timer_expiry */
            [ 991963] |   _do_poll() { /* src/ev_epoll.c:160 */
   3.116 us [ 991963] |     _update_fd(); /* src/ev_epoll.c:70 */
   0.070 us [ 991963] |     _update_fd(); /* src/ev_epoll.c:70 */
   1.914 us [ 991963] |     _update_fd(); /* src/ev_epoll.c:70 */
   1.122 us [ 991963] |     fd_rm_from_fd_list(); /* src/fd.c:180 */
   1.773 us [ 991963] |     _update_fd(); /* src/ev_epoll.c:70 */
   0.140 us [ 991963] |     fd_rm_from_fd_list(); /* src/fd.c:180 */
   1.773 us [ 991963] |     _update_fd(); /* src/ev_epoll.c:70 */
   0.140 us [ 991963] |     compute_poll_timeout(); /* src/fd.c:894 */
            [ 991963] |     clock_entering_poll() { /* src/clock.c:336 */
   1.472 us [ 991963] |       now_cpu_time(); /* src/clock.c:63 */
   0.310 us [ 991963] |       now_mono_time(); /* src/clock.c:51 */
   0.201 us [ 991963] |       activity_count_runtime(); /* src/activity.c:340 */
   2.525 us [ 991963] |     } /* clock_entering_poll */
            [ 991963] |     clock_update_date() { /* src/clock.c:150 */
   0.181 us [ 991963] |       _tv_ms_add(); /* src/time.c:22 */
   0.060 us [ 991963] |       _tv_ms_add(); /* src/time.c:22 */
   0.731 us [ 991963] |     } /* clock_update_date */
            [ 991963] |     fd_leaving_poll() { /* src/fd.c:916 */
            [ 991963] |       clock_leaving_poll() { /* src/clock.c:323 */
   0.941 us [ 991963] |         now_cpu_time(); /* src/clock.c:63 */
   0.240 us [ 991963] |         now_mono_time(); /* src/clock.c:51 */
   2.114 us [ 991963] |       } /* clock_leaving_poll */
   3.747 us [ 991963] |     } /* fd_leaving_poll */
            [ 991963] |     fd_update_events() { /* src/fd.c:531 */
            [ 991963] |       sock_conn_iocb() { /* src/sock.c:816 */
            [ 991963] |         conn_notify_mux() { /* src/connection.c:106 */
            [ 991963] |           mux_pt_wake() { /* src/mux_pt.c:345 */
            [ 991963] |             wake_srv_chk() { /* src/check.c:1015 */
            [ 991963] |               tcpcheck_main() { /* src/tcpcheck.c:2125 */
   0.120 us [ 991963] |                 tcpcheck_eval_connect(); /* src/tcpcheck.c:1052 */
            [ 991963] |                 set_server_check_status() { /* src/check.c:438 */
   4.148 us [ 991963] |                   chunk_printf(); /* src/chunk.c:106 */
            [ 991963] |                   srv_append_status() { /* src/server.c:1441 */
   0.681 us [ 991963] |                     get_check_status_description(); /* src/check.c:384 */
   0.932 us [ 991963] |                     chunk_appendf(); /* src/chunk.c:130 */
   1.473 us [ 991963] |                     chunk_appendf(); /* src/chunk.c:130 */
   3.907 us [ 991963] |                   } /* srv_append_status */
   0.341 us [ 991963] |                   chunk_appendf(); /* src/chunk.c:130 */
            [ 991963] |                   ha_warning() { /* src/errors.c:261 */
            [ 991963] |                     memprintf() { /* src/tools.c:4234 */
   2.234 us [ 991963] |                       memvprintf(); /* src/tools.c:4186 */
   2.485 us [ 991963] |                     } /* memprintf */
   0.822 us [ 991963] |                     memvprintf(); /* src/tools.c:4186 */
   0.671 us [ 991963] |                     reset_usermsgs_ctx(); /* src/errors.c:115 */
  26.811 us [ 991963] |                   } /* ha_warning */
            [ 991963] |                   send_log() { /* src/log.c:1291 */
            [ 991963] |                     __send_log() { /* src/log.c:1789 */
   0.962 us [ 991963] |                       ultoa_o(); /* src/tools.c:214 */
            [ 991963] |                       process_send_log() { /* src/log.c:1744 */
   7.645 us [ 991963] |                         fd_write_frag_line(); /* src/fd.c:732 */
  12.814 us [ 991963] |                       } /* process_send_log */
  16.641 us [ 991963] |                     } /* __send_log */
  17.533 us [ 991963] |                   } /* send_log */
   0.932 us [ 991963] |                   send_email_alert(); /* src/mailers.c:301 */
  54.443 us [ 991963] |                 } /* set_server_check_status */
  54.953 us [ 991963] |               } /* tcpcheck_main */
            [ 991963] |               __task_wakeup() { /* src/task.c:206 */
   0.150 us [ 991963] |                 eb32_insert(); /* src/eb32tree.c:25 */
   0.360 us [ 991963] |               } /* __task_wakeup */
  56.256 us [ 991963] |             } /* wake_srv_chk */
  56.797 us [ 991963] |           } /* mux_pt_wake */
  58.060 us [ 991963] |         } /* conn_notify_mux */
  59.913 us [ 991963] |       } /* sock_conn_iocb */
  60.544 us [ 991963] |     } /* fd_update_events */
  80.332 us [ 991963] |   } /* _do_poll */
   0.180 us [ 991963] |   eb32_lookup_ge(); /* src/eb32tree.c:137 */
   0.130 us [ 991963] |   eb_delete(); /* src/ebtree.c:23 */
   0.080 us [ 991963] |   eb32_insert(); /* src/eb32tree.c:25 */
   0.060 us [ 991963] |   eb32_lookup_ge(); /* src/eb32tree.c:137 */
   0.061 us [ 991963] |   eb32_lookup_ge(); /* src/eb32tree.c:137 */
            [ 991963] |   process_runnable_tasks() { /* src/task.c:707 */
   0.070 us [ 991963] |     eb32_lookup_ge(); /* src/eb32tree.c:137 */
   0.060 us [ 991963] |     eb_delete(); /* src/ebtree.c:23 */
   0.060 us [ 991963] |     eb32_lookup_ge(); /* src/eb32tree.c:137 */
            [ 991963] |     process_chk() { /* src/check.c:1368 */
            [ 991963] |       mux_pt_shutr() { /* src/mux_pt.c:462 */
   1.884 us [ 991963] |         conn_ctrl_drain(); /* src/connection.c:746 */
   1.192 us [ 991963] |         raw_sock_close(); /* src/raw_sock.c:449 */
            [ 991963] |         _fd_delete_orphan() { /* src/fd.c:302 */
   0.250 us [ 991963] |           __fd_clo(); /* src/ev_epoll.c:43 */
   0.170 us [ 991963] |           fd_rm_from_fd_list(); /* src/fd.c:180 */
  38.693 us [ 991963] |         } /* _fd_delete_orphan */
  42.981 us [ 991963] |       } /* mux_pt_shutr */
            [ 991963] |       sc_destroy() { /* src/stconn.c:421 */
            [ 991963] |         mux_pt_detach() { /* src/mux_pt.c:426 */
   1.874 us [ 991963] |           tasklet_free(); /* include/haproxy/task.h:625 */
   0.912 us [ 991963] |           conn_free(); /* src/connection.c:472 */
   4.338 us [ 991963] |         } /* mux_pt_detach */
   0.571 us [ 991963] |         tasklet_free(); /* include/haproxy/task.h:625 */
   6.673 us [ 991963] |       } /* sc_destroy */
   0.441 us [ 991963] |       vars_prune(); /* src/vars.c:191 */
            [ 991963] |       session_free() { /* src/session.c:65 */
   0.842 us [ 991963] |         vars_prune_per_sess(); /* src/vars.c:207 */
   1.853 us [ 991963] |       } /* session_free */
   0.782 us [ 991963] |       check_notify_success(); /* src/check.c:579 */
   0.131 us [ 991963] |       eb_delete(); /* src/ebtree.c:23 */
   0.140 us [ 991963] |       eb32_insert(); /* src/eb32tree.c:25 */
   0.501 us [ 991963] |       srv_getinter(); /* src/server.c:97 */
  55.344 us [ 991963] |     } /* process_chk */
  56.076 us [ 991963] |   } /* process_runnable_tasks */
            [ 991963] |   next_timer_expiry() { /* src/task.c:460 */
   0.130 us [ 991963] |     eb32_lookup_ge(); /* src/eb32tree.c:137 */
   0.081 us [ 991963] |     eb32_lookup_ge(); /* src/eb32tree.c:137 */
   0.501 us [ 991963] |   } /* next_timer_expiry */
            [ 991963] |   _do_poll() { /* src/ev_epoll.c:160 */
   0.110 us [ 991963] |     compute_poll_timeout(); /* src/fd.c:894 */
            [ 991963] |     clock_entering_poll() { /* src/clock.c:336 */
   1.363 us [ 991963] |       now_cpu_time(); /* src/clock.c:63 */
   0.280 us [ 991963] |       now_mono_time(); /* src/clock.c:51 */
   0.171 us [ 991963] |       activity_count_runtime(); /* src/activity.c:340 */
   2.335 us [ 991963] |     } /* clock_entering_poll */
            [ 991963] |     clock_update_date() { /* src/clock.c:150 */
            [ 991965] |     clock_update_date() { /* src/clock.c:150 */
            [ 991963] |       _tv_ms_add() { /* src/time.c:22 */
            [ 991965] |       _tv_ms_add() { /* src/time.c:22 */
            [ 991964] |     clock_update_date() { /* src/clock.c:150 */
   1.382 us [ 991963] |       } /* _tv_ms_add */
   1.382 us [ 991965] |       } /* _tv_ms_add */
            [ 991963] |       _tv_ms_add() { /* src/time.c:22 */
            [ 991965] |       _tv_ms_add() { /* src/time.c:22 */
            [ 991964] |       _tv_ms_add() { /* src/time.c:22 */
   0.101 us [ 991963] |       } /* _tv_ms_add */
   0.101 us [ 991965] |       } /* _tv_ms_add */
   8.486 us [ 991965] |     } /* clock_update_date */
   8.606 us [ 991963] |     } /* clock_update_date */
   0.460 us [ 991964] |       } /* _tv_ms_add */
            [ 991964] |       _tv_ms_add() { /* src/time.c:22 */
            [ 991965] |     fd_leaving_poll() { /* src/fd.c:916 */
   0.100 us [ 991964] |       } /* _tv_ms_add */
            [ 991963] |     fd_leaving_poll() { /* src/fd.c:916 */
   2.294 us [ 991964] |     } /* clock_update_date */
            [ 991964] |     fd_leaving_poll() { /* src/fd.c:916 */
            [ 991965] |       clock_leaving_poll() { /* src/clock.c:323 */
            [ 991963] |       clock_leaving_poll() { /* src/clock.c:323 */
            [ 991964] |       clock_leaving_poll() { /* src/clock.c:323 */
            [ 991963] |         now_cpu_time() { /* src/clock.c:63 */
            [ 991964] |         now_cpu_time() { /* src/clock.c:63 */
            [ 991965] |         now_cpu_time() { /* src/clock.c:63 */
            [ 991956] |       clock_update_date() { /* src/clock.c:150 */
            [ 991956] |         _tv_ms_add() { /* src/time.c:22 */
   3.416 us [ 991963] |         } /* now_cpu_time */
   3.467 us [ 991965] |         } /* now_cpu_time */
   3.527 us [ 991964] |         } /* now_cpu_time */
   0.461 us [ 991956] |         } /* _tv_ms_add */
            [ 991963] |         now_mono_time() { /* src/clock.c:51 */
            [ 991964] |         now_mono_time() { /* src/clock.c:51 */
            [ 991956] |         _tv_ms_add() { /* src/time.c:22 */
            [ 991965] |         now_mono_time() { /* src/clock.c:51 */
   0.100 us [ 991956] |         } /* _tv_ms_add */
   2.224 us [ 991956] |       } /* clock_update_date */
            [ 991956] |       fd_leaving_poll() { /* src/fd.c:916 */
            [ 991956] |         clock_leaving_poll() { /* src/clock.c:323 */
   1.102 us [ 991964] |         } /* now_mono_time */
   1.092 us [ 991965] |         } /* now_mono_time */
   1.172 us [ 991963] |         } /* now_mono_time */
   6.112 us [ 991964] |       } /* clock_leaving_poll */
   6.152 us [ 991965] |       } /* clock_leaving_poll */
   6.142 us [ 991963] |       } /* clock_leaving_poll */
            [ 991956] |           now_cpu_time() { /* src/clock.c:63 */
   7.314 us [ 991964] |     } /* fd_leaving_poll */
   7.795 us [ 991963] |     } /* fd_leaving_poll */
   7.875 us [ 991965] |     } /* fd_leaving_poll */
            [ 991964] |     fd_update_events() { /* src/fd.c:531 */
            [ 991963] |     fd_update_events() { /* src/fd.c:531 */
            [ 991965] |     fd_update_events() { /* src/fd.c:531 */
   2.295 us [ 991956] |           } /* now_cpu_time */
   0.531 us [ 991956] |           now_mono_time(); /* src/clock.c:51 */
   3.336 us [ 991956] |         } /* clock_leaving_poll */
   3.987 us [ 991956] |       } /* fd_leaving_poll */
            [ 991956] |       fd_update_events() { /* src/fd.c:531 */
            [ 991963] |       quic_get_dgram_dcid() { /* src/xprt_quic.c:7229 */
            [ 991965] |       quic_get_dgram_dcid() { /* src/xprt_quic.c:7229 */
   6.332 us [ 991964] |     } /* fd_update_events */
 694.615 ms [ 991964] |   } /* _do_poll */
   3.627 us [ 991956] |       } /* fd_update_events */
 694.636 ms [ 991956] |     } /* _do_poll */
   0.551 us [ 991963] |       } /* quic_get_dgram_dcid */
   0.261 us [ 991965] |       } /* quic_get_dgram_dcid */
            [ 991964] |   eb32_lookup_ge() { /* src/eb32tree.c:137 */
            [ 991956] |     eb32_lookup_ge() { /* src/eb32tree.c:137 */
            [ 991965] |       pool_alloc_nocache() { /* src/pool.c:353 */
   1.583 us [ 991956] |     } /* eb32_lookup_ge */
            [ 991956] |     eb32_lookup_ge() { /* src/eb32tree.c:137 */
   1.743 us [ 991964] |   } /* eb32_lookup_ge */
            [ 991964] |   eb32_lookup_ge() { /* src/eb32tree.c:137 */
   0.220 us [ 991956] |     } /* eb32_lookup_ge */
   0.100 us [ 991964] |   } /* eb32_lookup_ge */
            [ 991963] |       __tasklet_wakeup_on() { /* src/task.c:126 */
            [ 991956] |     process_runnable_tasks() { /* src/task.c:707 */
            [ 991964] |   process_runnable_tasks() { /* src/task.c:707 */
            [ 991965] |         pool_get_from_os() { /* src/pool.c:318 */
   1.443 us [ 991956] |     } /* process_runnable_tasks */
   1.664 us [ 991963] |       } /* __tasklet_wakeup_on */
   1.443 us [ 991964] |   } /* process_runnable_tasks */
            [ 991956] |     next_timer_expiry() { /* src/task.c:460 */
            [ 991964] |   next_timer_expiry() { /* src/task.c:460 */
            [ 991956] |       eb32_lookup_ge() { /* src/eb32tree.c:137 */
            [ 991964] |     eb32_lookup_ge() { /* src/eb32tree.c:137 */
   0.070 us [ 991956] |       } /* eb32_lookup_ge */
   0.070 us [ 991964] |     } /* eb32_lookup_ge */
            [ 991956] |       eb32_lookup_ge() { /* src/eb32tree.c:137 */
            [ 991964] |     eb32_lookup_ge() { /* src/eb32tree.c:137 */
  12.013 us [ 991963] |     } /* fd_update_events */
   0.080 us [ 991956] |       } /* eb32_lookup_ge */
   0.090 us [ 991964] |     } /* eb32_lookup_ge */
 694.331 ms [ 991963] |   } /* _do_poll */
   1.232 us [ 991956] |     } /* next_timer_expiry */
            [ 991963] |   eb32_lookup_ge() { /* src/eb32tree.c:137 */
            [ 991956] |     _do_poll() { /* src/ev_epoll.c:160 */
   3.036 us [ 991965] |         } /* pool_get_from_os */
   0.350 us [ 991963] |   } /* eb32_lookup_ge */
   4.218 us [ 991965] |       } /* pool_alloc_nocache */
   0.100 us [ 991963] |   eb32_lookup_ge(); /* src/eb32tree.c:137 */
            [ 991956] |       compute_poll_timeout() { /* src/fd.c:894 */
            [ 991963] |   process_runnable_tasks() { /* src/task.c:707 */
   0.641 us [ 991956] |       } /* compute_poll_timeout */
            [ 991956] |       clock_entering_poll() { /* src/clock.c:336 */
            [ 991963] |     pool_alloc_nocache() { /* src/pool.c:353 */
  14.438 us [ 991965] |     } /* fd_update_events */
 694.633 ms [ 991965] |   } /* _do_poll */
            [ 991956] |         now_cpu_time() { /* src/clock.c:63 */
            [ 991965] |   eb32_lookup_ge() { /* src/eb32tree.c:137 */
            [ 991963] |       pool_get_from_os() { /* src/pool.c:318 */
   0.481 us [ 991965] |   } /* eb32_lookup_ge */
   1.232 us [ 991956] |         } /* now_cpu_time */
   0.291 us [ 991956] |         now_mono_time(); /* src/clock.c:51 */
            [ 991956] |         activity_count_runtime() { /* src/activity.c:340 */
   1.824 us [ 991963] |       } /* pool_get_from_os */
   2.314 us [ 991963] |     } /* pool_alloc_nocache */
   1.182 us [ 991956] |         } /* activity_count_runtime */
   3.838 us [ 991956] |       } /* clock_entering_poll */
   1.402 us [ 991963] |     ebmb_lookup(); /* src/ebmbtree.c:29 */
   0.070 us [ 991963] |     ebmb_lookup(); /* src/ebmbtree.c:29 */
            [ 991963] |     pool_alloc_nocache() { /* src/pool.c:353 */
            [ 991963] |       pool_get_from_os() { /* src/pool.c:318 */
            [ 991965] |   eb32_lookup_ge() { /* src/eb32tree.c:137 */
  13.866 us [ 991964] |   } /* next_timer_expiry */
   0.220 us [ 991965] |   } /* eb32_lookup_ge */
            [ 991964] |   _do_poll() { /* src/ev_epoll.c:160 */
            [ 991965] |   process_runnable_tasks() { /* src/task.c:707 */
            [ 991964] |     compute_poll_timeout() { /* src/fd.c:894 */
   0.341 us [ 991965] |   } /* process_runnable_tasks */
            [ 991965] |   next_timer_expiry() { /* src/task.c:460 */
   0.250 us [ 991964] |     } /* compute_poll_timeout */
            [ 991964] |     clock_entering_poll() { /* src/clock.c:336 */
   0.090 us [ 991965] |     eb32_lookup_ge(); /* src/eb32tree.c:137 */
   0.070 us [ 991965] |     eb32_lookup_ge(); /* src/eb32tree.c:137 */
            [ 991964] |       now_cpu_time() { /* src/clock.c:63 */
   0.672 us [ 991965] |   } /* next_timer_expiry */
            [ 991965] |   _do_poll() { /* src/ev_epoll.c:160 */
